received_at|slot|value|simulation_duration|total_duration
2023-03-1319:05:11.52713|5992524|43182596032169652|232115|265413
2023-03-1319:05:22.010573|5992525|80463398633646912|85231|259635
2023-03-1319:05:22.135549|5992525|80463398633646912|131749|0
2023-03-1319:05:22.061252|5992525|80463398633646912|138838|164406
2023-03-1319:05:22.593729|5992525|80463398633646912|294165|0
2023-03-1319:05:21.878379|5992525|80463398633646912|146536|382981
2023-03-1319:05:21.618655|5992525|80463398633646912|60417|212291
2023-03-1319:05:21.570177|5992525|80463398633646912|116707|136976
2023-03-1319:05:21.792902|5992525|80463398633646912|86426|115412
2023-03-1319:05:21.79053|5992525|80463398633646912|119457|0
2023-03-1319:05:21.997182|5992525|80463398633646912|118147|141600
2023-03-1319:05:22.083939|5992525|80463398633646912|126499|236666
2023-03-1319:05:21.814356|5992525|80463398633646912|141041|242753
2023-03-1319:05:22.131877|5992525|80463398633646912|126401|148212
2023-03-1319:05:21.920546|5992525|80463398633646912|132902|154000
2023-03-1319:05:22.203792|5992525|80463398633646912|98889|121747
2023-03-1319:05:21.850653|5992525|80463398633646912|130190|148547
2023-03-1319:07:00.23281|5992533|30158368436544225|110961|385687
2023-03-1319:05:22.149918|5992525|80463398633646912|106330|236505
2023-03-1319:05:22.344833|5992525|80463398633646912|110048|136938
2023-03-1319:05:22.307311|5992525|80463398633646912|105501|135615
2023-03-1319:05:22.275086|5992525|80463398633646912|98902|130213
2023-03-1319:05:21.580271|5992525|80463398633646912|104184|130411
2023-03-1319:05:21.650413|5992525|80463398633646912|116471|137294
2023-03-1319:05:21.714579|5992525|80463398633646912|128300|249671
2023-03-1319:05:21.722775|5992525|80463398633646912|130709|158473
2023-03-1319:05:21.709321|5992525|80463398633646912|125741|0
2023-03-1319:05:22.001006|5992525|80463398633646912|114225|142633
2023-03-1319:05:23.754607|5992525|80463398633646912|138473|233261
2023-03-1319:05:22.447961|5992525|80463398633646912|141446|364310
2023-03-1319:05:22.577335|5992525|80463398633646912|172270|377500
2023-03-1319:05:22.835441|5992525|80463398633646912|291581|552580
2023-03-1319:05:22.419761|5992525|80463398633646912|229237|0
2023-03-1319:05:22.768598|5992525|80463398633646912|208303|596042
2023-03-1319:05:22.687247|5992525|80463398633646912|260007|671070
2023-03-1319:05:22.526416|5992525|80463398633646912|179033|447049
2023-03-1319:05:23.050103|5992525|80463398633646912|296702|0
2023-03-1319:05:23.345364|5992525|80463398633646912|309517|520964
2023-03-1319:05:23.282776|5992525|80463398633646912|107653|146288
2023-03-1319:05:23.119386|5992525|80463398633646912|243010|0
2023-03-1319:05:22.22048|5992525|80463398633646912|106703|578325
2023-03-1319:05:22.712815|5992525|80463398633646912|197186|262844
2023-03-1319:05:22.561633|5992525|80463398633646912|211000|0
2023-03-1319:05:23.658801|5992525|80463398633646912|157122|358665
2023-03-1319:05:22.515289|5992525|80463398633646912|141466|419807
2023-03-1319:05:23.583738|5992525|80463398633646912|160404|0
2023-03-1319:05:22.484842|5992525|80463398633646912|253154|0
2023-03-1319:05:23.38192|5992525|80463398633646912|202141|485521
2023-03-1319:05:23.038273|5992525|80463398633646912|158599|0
2023-03-1319:05:23.121962|5992525|80463398633646912|268836|755155
2023-03-1319:05:23.302439|5992525|80463398633646912|110004|641332
2023-03-1319:05:23.499365|5992525|80463398633646912|224113|391479
2023-03-1319:05:23.194648|5992525|80463398633646912|252496|0
2023-03-1319:05:23.664542|5992525|80463398633646912|194448|0
2023-03-1319:05:22.918401|5992525|80463398633646912|146713|550718
2023-03-1319:05:23.421699|5992525|80463398633646912|210216|459056
2023-03-1319:05:22.964753|5992525|80463398633646912|214875|403684
2023-03-1319:05:23.439247|5992525|80463398633646912|127779|516238
2023-03-1319:05:48.356012|5992527|67477132360065609|110977|128857
2023-03-1319:04:11.645638|5992519|74295475462923995|367149|908549
2023-03-1319:06:00.07561|5992528|1357382156334334928|184459|228872
2023-03-1319:07:12.129204|5992534|152578873763675835|314970|778393
2023-03-1319:06:12.038083|5992529|1818991997563553419|116008|270946
2023-03-1319:08:47.659704|5992542|386291022739706392|71198|168616
2023-03-1319:07:48.353573|5992537|126254279853478493|127536|254050
2023-03-1319:09:00.291033|5992543|70676915596729375|169037|339743
2023-03-1319:09:35.520887|5992546|229570347335285541|110440|235884
2023-03-1319:07:59.500164|5992538|256909015098529410|215805|663610
2023-03-1319:10:11.779332|5992549|572442858909795226|125172|255437
2023-03-1319:08:23.5638|5992540|283716521705332454|249518|972349
2023-03-1319:09:35.588524|5992546|229570347335285541|96289|223574
2023-03-1319:10:22.724212|5992550|246565970370336672|92901|115447
2023-03-1319:09:46.756385|5992547|579404656172075363|100413|126790
2023-03-1319:09:46.789479|5992547|579404656172075363|153161|276896
2023-03-1319:09:46.862796|5992547|579404656172075363|171086|0
2023-03-1319:10:35.605277|5992551|90115546317479489|127278|164035
2023-03-1319:10:23.423651|5992550|246565970370336672|104675|202754
2023-03-1319:10:23.411689|5992550|246565970370336672|170596|273498
2023-03-1319:10:23.497173|5992550|246565970370336672|76089|216050
2023-03-1319:10:22.687099|5992550|246565970370336672|140661|0
2023-03-1319:10:22.763898|5992550|246565970370336672|89152|112535
2023-03-1319:10:22.67254|5992550|246565970370336672|72262|254209
2023-03-1319:10:22.923953|5992550|246565970370336672|84705|112045
2023-03-1319:10:22.833743|5992550|246565970370336672|65412|89179
2023-03-1319:10:23.170069|5992550|246565970370336672|111637|133629
2023-03-1319:10:22.939781|5992550|246565970370336672|98139|128842
2023-03-1319:10:22.902047|5992550|246565970370336672|133702|236655
2023-03-1319:10:22.922802|5992550|246565970370336672|109863|260195
2023-03-1319:10:22.99993|5992550|246565970370336672|133839|272571
2023-03-1319:10:22.754833|5992550|246565970370336672|127261|278387
2023-03-1319:10:23.275467|5992550|246565970370336672|103728|125226
2023-03-1319:10:23.367295|5992550|246565970370336672|158593|181531
2023-03-1319:10:23.046827|5992550|246565970370336672|118421|141946
2023-03-1319:10:23.438476|5992550|246565970370336672|142823|165968
2023-03-1319:10:23.098528|5992550|246565970370336672|113360|343826
2023-03-1319:10:23.607425|5992550|246565970370336672|119938|143287
2023-03-1319:10:23.148735|5992550|246565970370336672|113538|129432
2023-03-1319:10:23.357685|5992550|246565970370336672|137456|158809
2023-03-1319:10:23.270983|5992550|246565970370336672|127704|0
2023-03-1319:10:23.285722|5992550|246565970370336672|98337|253395
2023-03-1319:10:23.335534|5992550|246565970370336672|90360|329412
2023-03-1319:10:23.437306|5992550|246565970370336672|116724|0
2023-03-1319:10:23.593165|5992550|246565970370336672|125801|146626
2023-03-1319:10:23.488002|5992550|246565970370336672|117014|272273
2023-03-1319:10:23.526194|5992550|246565970370336672|106107|129405
2023-03-1319:11:58.72099|5992558|161198850156381314|124090|273797
2023-03-1319:13:24.417247|5992565|51635825272163298|122755|153003
2023-03-1319:11:35.775556|5992556|278680339291809713|110275|361207
2023-03-1319:11:49.492276|5992557|33914846842527083|120089|136364
2023-03-1319:11:49.502508|5992557|33914846842527083|114202|128987
2023-03-1319:11:49.635286|5992557|33914846842527083|129524|145453
2023-03-1319:14:24.394384|5992570|180323143197333140|271019|429718
2023-03-1319:14:48.24922|5992572|173505643581846845|208391|252254
2023-03-1319:16:23.608787|5992580|62023246602581641|70071|91918
2023-03-1319:15:58.973463|5992578|48867922556761080|133734|277289
2023-03-1319:15:00.459304|5992573|71245948383814813|133488|260505
2023-03-1319:15:23.626243|5992575|59805150965853423|145708|167018
2023-03-1319:16:35.543254|5992581|62647505276866211|128944|231161
2023-03-1319:16:47.57313|5992582|111589885125743530|146976|168982
2023-03-1319:16:11.985496|5992579|106779728473937848|104941|123445
2023-03-1319:16:35.500485|5992581|62647505276866211|119041|220151
2023-03-1319:18:35.896936|5992591|15784582055374432|167707|238340
2023-03-1319:17:47.752683|5992587|500549932008945595|144387|163570
2023-03-1319:17:24.307193|5992585|108618634034259506|130562|147781
2023-03-1319:19:13.087592|5992594|240749873924452569|172775|324807
2023-03-1319:19:35.989407|5992596|125193168862514398|87568|106190
2023-03-1319:18:23.049828|5992590|424571003139153123|255000|417168
2023-03-1319:21:00.735042|5992603|1302877159069281972|150915|266178
2023-03-1319:21:12.081707|5992604|370204591841309327|177347|438266
2023-03-1319:20:11.992432|5992599|77698888530620081|226077|744964
2023-03-1319:20:36.308682|5992601|63918106703887793|349291|437936
2023-03-1319:19:47.503373|5992597|68005103749617126|129176|228291
2023-03-1319:21:35.440393|5992606|51657993940894800|216367|1262038
2023-03-1319:21:35.032628|5992606|51657993940894800|246796|609945
2023-03-1319:21:35.357011|5992606|51657993940894800|222767|0
2023-03-1319:21:35.642147|5992606|51657993940894800|246450|1016609
2023-03-1319:21:35.509551|5992606|51657993940894800|324000|1148779
2023-03-1319:21:35.919989|5992606|51657993940894800|248922|0
2023-03-1319:21:35.017524|5992606|51657993940894800|284608|621677
2023-03-1319:23:33.748116|5992616|143451102003463595|91398|251421
2023-03-1319:21:35.314129|5992606|51657993940894800|261233|0
2023-03-1319:21:35.187533|5992606|51657993940894800|284464|0
2023-03-1319:21:36.009781|5992606|51657993940894800|432124|0
2023-03-1319:21:35.993943|5992606|51657993940894800|368116|0
2023-03-1319:21:35.709935|5992606|51657993940894800|220873|948911
2023-03-1319:21:34.988754|5992606|51657993940894800|331114|659596
2023-03-1319:21:35.120094|5992606|51657993940894800|144974|0
2023-03-1319:21:35.421964|5992606|51657993940894800|251067|0
2023-03-1319:21:35.860152|5992606|51657993940894800|221001|0
2023-03-1319:21:35.586645|5992606|51657993940894800|223582|1091429
2023-03-1319:21:35.179132|5992606|51657993940894800|278889|449998
2023-03-1319:21:35.234829|5992606|51657993940894800|254535|388868
2023-03-1319:21:35.156432|5992606|51657993940894800|306185|468298
2023-03-1319:21:35.698819|5992606|51657993940894800|532118|0
2023-03-1319:21:35.781365|5992606|51657993940894800|427591|0
2023-03-1319:21:35.295622|5992606|51657993940894800|84217|0
2023-03-1319:21:35.255658|5992606|51657993940894800|224192|1424901
2023-03-1319:21:35.129708|5992606|51657993940894800|205679|511512
2023-03-1319:21:35.947563|5992606|51657993940894800|186756|851727
2023-03-1319:21:36.102967|5992606|51657993940894800|413486|0
2023-03-1319:21:35.411643|5992606|51657993940894800|120621|294255
2023-03-1319:21:36.554886|5992606|51657993940894800|378110|643341
2023-03-1319:21:35.081326|5992606|51657993940894800|306879|561599
2023-03-1319:21:36.018965|5992606|51657993940894800|481856|0
2023-03-1319:21:36.339282|5992606|51657993940894800|450120|0
2023-03-1319:21:35.789167|5992606|51657993940894800|262064|0
2023-03-1319:21:35.741733|5992606|51657993940894800|362065|0
2023-03-1319:21:36.519495|5992606|51657993940894800|349265|0
2023-03-1319:21:37.129945|5992606|51657993940894800|126489|276100
2023-03-1319:21:35.855077|5992606|51657993940894800|424004|0
2023-03-1319:21:35.382326|5992606|51657993940894800|214717|1302599
2023-03-1319:21:35.921578|5992606|51657993940894800|112683|796074
2023-03-1319:21:35.490809|5992606|51657993940894800|69455|172121
2023-03-1319:21:36.229502|5992606|51657993940894800|192096|0
2023-03-1319:21:36.608002|5992606|51657993940894800|243086|293335
2023-03-1319:21:36.226652|5992606|51657993940894800|241120|0
2023-03-1319:21:36.549455|5992606|51657993940894800|463717|641450
2023-03-1319:21:36.021943|5992606|51657993940894800|223909|0
2023-03-1319:21:36.43329|5992606|51657993940894800|186222|374826
2023-03-1319:22:36.090618|5992611|103260121430060343|101201|124736
2023-03-1319:24:47.574309|5992622|607422890998425511|87200|106419
2023-03-1319:22:46.737201|5992612|170066546204866058|86893|101703
2023-03-1319:22:46.692916|5992612|170066546204866058|131748|147533
2023-03-1319:21:35.666304|5992606|51657993940894800|300325|0
2023-03-1319:21:36.472983|5992606|51657993940894800|170094|320390
2023-03-1319:21:35.563688|5992606|51657993940894800|242534|1121219
2023-03-1319:21:35.535713|5992606|51657993940894800|259453|1153221
2023-03-1319:21:37.110484|5992606|51657993940894800|112801|144534
2023-03-1319:21:36.429553|5992606|51657993940894800|311772|0
2023-03-1319:21:35.849537|5992606|51657993940894800|165454|938171
2023-03-1319:21:36.374931|5992606|51657993940894800|466985|0
2023-03-1319:21:35.61316|5992606|51657993940894800|202865|1070147
2023-03-1319:24:58.492498|5992623|52702151596545342|132907|344640
2023-03-1319:26:25.184327|5992630|76109097644322339|121292|142444
2023-03-1319:25:12.122967|5992624|18398812797336872|120336|181992
2023-03-1319:27:01.146773|5992633|47594157408925438|241864|518922
2023-03-1319:27:35.383231|5992636|30996855205050572|145391|159743
2023-03-1319:25:48.122001|5992627|31514869217303561|93947|118483
2023-03-1319:25:48.06904|5992627|31514869217303561|155601|283321
2023-03-1319:28:11.346183|5992639|38907415573918042|127935|228753
2023-03-1319:26:01.608084|5992628|98696573648333207|177794|202232
2023-03-1319:28:25.775559|5992640|54881747091816781|105156|170535
2023-03-1319:28:47.147578|5992642|30295230352531663|78570|129376
2023-03-1319:27:47.498486|5992637|149827732768372960|131552|151254
2023-03-1319:29:35.069053|5992646|31133261043720400|103941|122942
2023-03-1319:28:35.958661|5992641|43755271345759843|150433|250054
2023-03-1319:29:59.512428|5992648|609560621070908877|113995|137641
2023-03-1319:30:12.679497|5992649|80059141127080239|245486|275505
2023-03-1319:29:47.553198|5992647|33100337962035199|136452|237790
2023-03-1319:29:47.679091|5992647|33100337962035199|104585|217329
2023-03-1319:29:12.027675|5992644|38031436272012477|107226|127077
2023-03-1319:30:24.280462|5992650|176510009624558169|236143|267953
2023-03-1319:31:46.960742|5992657|47070461136910400|84863|503677
2023-03-1319:31:46.702008|5992657|47070461136910400|63744|186694
2023-03-1319:30:47.825317|5992652|202049217426725459|133340|153852
2023-03-1319:30:58.822813|5992653|36422005162314824|82060|104263
2023-03-1319:30:59.254748|5992653|36422005162314824|128959|148477
2023-03-1319:30:58.9137|5992653|36422005162314824|84800|106291
2023-03-1319:30:59.097042|5992653|36422005162314824|95347|233561
2023-03-1319:30:58.552511|5992653|36422005162314824|117048|0
2023-03-1319:30:58.543885|5992653|36422005162314824|126346|268682
2023-03-1319:30:58.491287|5992653|36422005162314824|118330|232730
2023-03-1319:30:58.567175|5992653|36422005162314824|90369|116740
2023-03-1319:31:46.847597|5992657|47070461136910400|88898|106936
2023-03-1319:31:46.873153|5992657|47070461136910400|72351|95203
2023-03-1319:30:59.316356|5992653|36422005162314824|87322|235919
2023-03-1319:30:59.440363|5992653|36422005162314824|158840|257315
2023-03-1319:30:59.408831|5992653|36422005162314824|130964|0
2023-03-1319:31:46.552432|5992657|47070461136910400|88733|190669
2023-03-1319:30:58.622245|5992653|36422005162314824|76653|106480
2023-03-1319:30:58.620964|5992653|36422005162314824|136725|232633
2023-03-1319:31:46.795149|5992657|47070461136910400|99683|224936
2023-03-1319:31:46.677499|5992657|47070461136910400|71238|90259
2023-03-1319:30:59.402056|5992653|36422005162314824|80729|98895
2023-03-1319:30:59.503856|5992653|36422005162314824|103468|130066
2023-03-1319:31:47.246117|5992657|47070461136910400|244700|0
2023-03-1319:30:58.754899|5992653|36422005162314824|102351|124458
2023-03-1319:30:58.798948|5992653|36422005162314824|91675|111810
2023-03-1319:31:47.736366|5992657|47070461136910400|191344|781359
2023-03-1319:31:47.436029|5992657|47070461136910400|219757|246155
2023-03-1319:30:59.334829|5992653|36422005162314824|84643|105954
2023-03-1319:31:47.052909|5992657|47070461136910400|82123|400916
2023-03-1319:30:58.689058|5992653|36422005162314824|139626|160342
2023-03-1319:31:47.022825|5992657|47070461136910400|84647|464661
2023-03-1319:30:59.051696|5992653|36422005162314824|126653|266313
2023-03-1319:31:47.214058|5992657|47070461136910400|294271|0
2023-03-1319:30:59.33217|5992653|36422005162314824|71862|172065
2023-03-1319:31:46.631477|5992657|47070461136910400|100618|206561
2023-03-1319:30:58.719765|5992653|36422005162314824|77947|206450
2023-03-1319:31:46.936524|5992657|47070461136910400|98144|124086
2023-03-1319:31:46.712158|5992657|47070461136910400|83449|201505
2023-03-1319:30:58.979221|5992653|36422005162314824|119128|138633
2023-03-1319:30:59.114021|5992653|36422005162314824|74705|93156
